344
1 140 4935
2 210 4935
3 490 4935
4 560 4935
5 140 4865
6 560 4865
7 2170 4830
8 2240 4830
9 2555 4830
10 2625 4830
11 2170 4760
12 2625 4760
13 3010 4725
14 3080 4725
15 3780 4725
16 3850 4725
17 735 4690
18 805 4690
19 1680 4690
20 1750 4690
21 3010 4655
22 3850 4655
23 735 4620
24 1750 4620
25 4445 4620
26 4515 4620
27 4795 4620
28 4865 4620
29 4445 4550
30 4865 4550
31 735 4305
32 1750 4305
33 735 4235
34 805 4235
35 1680 4235
36 1750 4235
37 2170 4165
38 2625 4165
39 2170 4095
40 2240 4095
41 2555 4095
42 2625 4095
43 3850 3955
44 140 3885
45 560 3885
46 3780 3885
47 3850 3885
48 140 3815
49 210 3815
50 490 3815
51 560 3815
52 595 3780
53 665 3780
54 1540 3780
55 1610 3780
56 1820 3780
57 1890 3780
58 2765 3780
59 2835 3780
60 595 3710
61 1610 3710
62 1820 3710
63 2835 3710
64 3150 3605
65 3220 3605
66 3955 3605
67 4025 3605
68 3150 3535
69 4025 3535
70 1820 3500
71 1820 3430
72 1890 3430
73 3150 3185
74 4025 3185
75 4445 3185
76 4865 3185
77 1820 3150
78 1890 3150
79 3150 3115
80 3220 3115
81 3955 3115
82 4025 3115
83 4445 3115
84 4515 3115
85 4795 3115
86 4865 3115
87 1820 3080
88 595 2940
89 980 2940
90 595 2870
91 665 2870
92 910 2870
93 980 2870
94 1820 2870
95 2835 2870
96 1820 2800
97 1890 2800
98 2765 2800
99 2835 2800
100 3535 2800
101 3605 2800
102 4235 2800
103 4305 2800
104 3535 2730
105 4305 2730
106 1190 2660
107 1610 2660
108 4550 2625
109 4620 2625
110 4760 2625
111 4830 2625
112 1190 2590
113 1260 2590
114 1540 2590
115 1610 2590
116 1750 2590
117 1820 2590
118 2205 2590
119 2275 2590
120 210 2555
121 280 2555
122 980 2555
123 1050 2555
124 4550 2555
125 4830 2555
126 1750 2520
127 2275 2520
128 210 2485
129 1050 2485
130 1295 2450
131 1365 2450
132 1505 2450
133 1575 2450
134 4550 2415
135 4830 2415
136 1295 2380
137 1575 2380
138 4550 2345
139 4620 2345
140 4760 2345
141 4830 2345
142 2520 2310
143 2590 2310
144 3290 2310
145 3360 2310
146 2520 2240
147 3360 2240
148 210 2205
149 1050 2205
150 210 2135
151 280 2135
152 980 2135
153 1050 2135
154 1750 2135
155 2275 2135
156 1750 2065
157 1820 2065
158 2205 2065
159 2275 2065
160 1925 1995
161 1995 1995
162 280 1960
163 350 1960
164 945 1960
165 1015 1960
166 1995 1925
167 280 1890
168 1015 1890
169 1295 1750
170 1995 1750
171 2520 1750
172 3360 1750
173 1295 1680
174 1365 1680
175 1925 1680
176 1995 1680
177 2520 1680
178 2590 1680
179 3290 1680
180 3360 1680
181 2100 1645
182 2170 1645
183 2380 1645
184 2450 1645
185 3535 1610
186 4305 1610
187 280 1575
188 1015 1575
189 2100 1575
190 2450 1575
191 3535 1540
192 3605 1540
193 4235 1540
194 4305 1540
195 280 1505
196 350 1505
197 945 1505
198 1015 1505
199 4515 1505
200 4585 1505
201 4865 1505
202 4935 1505
203 4515 1435
204 4935 1435
205 455 1295
206 525 1295
207 1715 1295
208 1785 1295
209 2695 1295
210 2765 1295
211 3815 1295
212 3885 1295
213 455 1225
214 1785 1225
215 2695 1225
216 3885 1225
217 2695 840
218 3885 840
219 2695 770
220 2765 770
221 3815 770
222 3885 770
223 455 700
224 1785 700
225 3255 665
226 3325 665
227 4235 665
228 4305 665
229 455 630
230 525 630
231 1715 630
232 1785 630
233 4515 630
234 4935 630
235 3255 595
236 4305 595
237 4515 560
238 4585 560
239 4865 560
240 4935 560
241 2100 490
242 2450 490
243 2100 420
244 2170 420
245 2380 420
246 2450 420
247 3255 350
248 4305 350
249 3255 280
250 3325 280
251 4235 280
252 4305 280
253 70 5145
254 5145 5145
255 1890 5005
256 3080 4970
257 3605 4970
258 3850 4970
259 3360 4935
260 4130 4935
261 4410 4935
262 4690 4935
263 4935 4900
264 4130 4655
265 2765 4550
266 1995 4515
267 4095 4340
268 4305 4340
269 5005 4340
270 1960 4305
271 2940 4200
272 3150 4200
273 5005 4130
274 1960 4095
275 1330 4060
276 770 4025
277 1085 4025
278 1540 4025
279 1750 4025
280 4165 4025
281 2835 3990
282 3220 3990
283 5005 3920
284 3465 3815
285 4060 3815
286 4270 3780
287 5005 3710
288 210 3605
289 4270 3535
290 5005 3500
291 2450 3430
292 315 3395
293 980 3325
294 1190 3325
295 4235 3325
296 2100 3290
297 2450 3150
298 280 3115
299 4235 3115
300 5005 2905
301 4550 2870
302 4795 2870
303 280 2835
304 3185 2765
305 2520 2625
306 3080 2555
307 3290 2555
308 2870 2520
309 4445 2135
310 4935 2100
311 1575 1995
312 4690 1960
313 4445 1925
314 2205 1855
315 4935 1855
316 4655 1750
317 1575 1540
318 2800 1540
319 3010 1505
320 1225 1470
321 3220 1470
322 4095 1330
323 4305 1330
324 210 1295
325 4235 1085
326 1925 1015
327 245 980
328 4095 875
329 4305 875
330 210 770
331 3010 595
332 210 560
333 2695 525
334 875 490
335 1155 455
