278
70 5145
5145 5145
315 5040
875 5040
1260 5040
1435 5040
2380 5040
2730 5040
1890 5005
3045 5005
3815 4970
140 4935
560 4935
3290 4935
3570 4935
4130 4935
4410 4935
4690 4935
4935 4900
1120 4865
1505 4865
2170 4830
2625 4830
4620 4760
3010 4725
3850 4725
5040 4725
735 4690
1750 4690
4130 4655
2765 4620
4445 4620
4865 4620
3010 4585
1995 4550
3955 4550
3080 4515
4130 4480
3150 4445
4305 4445
2765 4410
5005 4410
3220 4375
3955 4375
1960 4340
2940 4340
3290 4305
4130 4270
4305 4270
735 4235
1750 4235
3360 4235
3955 4200
5005 4200
2905 4165
3430 4165
1960 4130
1505 4095
2170 4095
2625 4095
3115 4095
3500 4095
4340 4095
700 4025
1015 4025
1295 4025
1715 4025
3570 4025
2800 3990
3290 3990
5005 3990
1890 3955
2380 3955
3640 3955
4165 3955
2065 3920
2555 3920
4340 3920
3115 3885
3710 3885
3850 3885
140 3815
560 3815
1610 3780
1820 3780
2835 3780
3395 3780
4025 3780
5005 3780
315 3710
3570 3710
3745 3710
4270 3710
490 3640
1715 3605
2940 3605
3150 3605
4025 3605
5005 3570
315 3500
490 3465
4270 3465
1820 3430
2450 3430
2975 3395
5005 3360
980 3325
1190 3325
490 3290
2030 3290
2240 3290
4235 3255
2940 3220
315 3185
5040 3185
1085 3150
1820 3150
2450 3150
490 3115
3150 3115
4025 3115
4445 3115
4865 3115
2940 3045
4235 3045
3325 3010
3500 3010
1715 2975
3745 2975
3115 2940
3920 2940
280 2905
5005 2905
595 2870
980 2870
4550 2870
4795 2870
3360 2835
1820 2800
2835 2800
3535 2800
4305 2800
770 2765
3010 2765
3185 2765
175 2730
350 2730
5005 2730
525 2695
1995 2695
4550 2625
4830 2625
1190 2590
1610 2590
1750 2590
2275 2590
2555 2590
3395 2590
210 2555
1050 2555
5005 2555
2835 2520
3080 2520
1295 2450
1575 2450
5005 2380
4550 2345
4830 2345
2520 2310
3360 2310
4410 2170
4585 2170
210 2135
1050 2135
1750 2065
2275 2065
4900 2065
1575 1995
1995 1995
4410 1995
280 1960
1015 1960
1190 1960
4620 1960
2380 1890
2205 1855
175 1785
1120 1785
4900 1785
4445 1750
4655 1750
1295 1680
1995 1680
2520 1680
3360 1680
2100 1645
2450 1645
1750 1540
2730 1540
3150 1540
3535 1540
4305 1540
280 1505
1015 1505
1540 1505
1925 1505
2940 1505
3325 1505
4515 1505
4935 1505
1225 1470
2555 1470
3710 1435
630 1400
805 1400
4095 1400
4270 1365
1960 1330
5040 1330
210 1295
455 1295
1785 1295
2695 1295
3885 1295
4060 1225
4410 1190
4235 1155
5040 1155
2555 1120
1925 1085
245 1050
5040 980
2555 945
4340 945
4130 910
1925 875
210 840
5040 805
2695 770
3885 770
1960 700
3255 665
4305 665
210 630
455 630
1785 630
2975 560
4515 560
4935 560
1330 525
2695 525
875 490
3150 490
1155 455
4690 455
210 420
1610 420
2100 420
2450 420
665 385
2940 385
4480 385
2275 315
4970 315
3255 280
4305 280
4725 280
175 245
1120 245
595 210
1610 210
2940 210
350 175
3430 175
3920 175
4095 175
70 70
5145 70
